artifact,f1_min,f2_min,node_id_min,f1_max,f2_max,node_id_max,f1_mean,f2_mean
artifact1854,2154,2154,node1,2154,2154,node3,2154,2154
artifact1855,2155,2155,node1,2155,2155,node3,2155,2155
artifact1856,2156,2156,node1,2156,2156,node3,2156,2156
artifact1857,2157,2157,node1,2157,2157,node3,2157,2157
artifact1858,2158,2158,node1,2158,2158,node3,2158,2158
artifact1859,2159,2159,node1,2159,2159,node3,2159,2159
artifact186,486,486,node1,486,486,node3,486,486
artifact1860,2160,2160,node1,2160,2160,node3,2160,2160
artifact1861,2161,2161,node1,2161,2161,node3,2161,2161
artifact1862,2162,2162,node1,2162,2162,node3,2162,2162
artifact1863,2163,2163,node1,2163,2163,node3,2163,2163
artifact1864,2164,2164,node1,2164,2164,node3,2164,2164
artifact1865,2165,2165,node1,2165,2165,node3,2165,2165
artifact1866,2166,2166,node1,2166,2166,node3,2166,2166
artifact1867,2167,2167,node1,2167,2167,node3,2167,2167
artifact1868,2168,2168,node1,2168,2168,node3,2168,2168
artifact1869,2169,2169,node1,2169,2169,node3,2169,2169
artifact187,487,487,node1,487,487,node3,487,487
artifact1870,2170,2170,node1,2170,2170,node3,2170,2170
artifact1871,2171,2171,node1,2171,2171,node3,2171,2171
artifact1872,2172,2172,node1,2172,2172,node3,2172,2172
artifact1873,2173,2173,node1,2173,2173,node3,2173,2173
artifact1874,2174,2174,node1,2174,2174,node3,2174,2174
artifact1875,2175,2175,node1,2175,2175,node3,2175,2175
artifact1876,2176,2176,node1,2176,2176,node3,2176,2176
artifact1877,2177,2177,node1,2177,2177,node3,2177,2177
artifact1878,2178,2178,node1,2178,2178,node3,2178,2178
artifact1879,2179,2179,node1,2179,2179,node3,2179,2179
artifact188,488,488,node1,488,488,node3,488,488
artifact1880,2180,2180,node1,2180,2180,node3,2180,2180
artifact1881,2181,2181,node1,2181,2181,node3,2181,2181
artifact1882,2182,2182,node1,2182,2182,node3,2182,2182
artifact1883,2183,2183,node1,2183,2183,node3,2183,2183
artifact1884,2184,2184,node1,2184,2184,node3,2184,2184
artifact1885,2185,2185,node1,2185,2185,node3,2185,2185
artifact1886,2186,2186,node1,2186,2186,node3,2186,2186
artifact1887,2187,2187,node1,2187,2187,node3,2187,2187
artifact1888,2188,2188,node1,2188,2188,node3,2188,2188
artifact1889,2189,2189,node1,2189,2189,node3,2189,2189
artifact189,489,489,node1,489,489,node3,489,489
artifact1890,2190,2190,node1,2190,2190,node3,2190,2190
artifact1891,2191,2191,node1,2191,2191,node3,2191,2191
artifact1892,2192,2192,node1,2192,2192,node3,2192,2192
artifact1893,2193,2193,node1,2193,2193,node3,2193,2193
artifact1894,2194,2194,node1,2194,2194,node3,2194,2194
artifact1895,2195,2195,node1,2195,2195,node3,2195,2195
artifact1896,2196,2196,node1,2196,2196,node3,2196,2196
artifact1897,2197,2197,node1,2197,2197,node3,2197,2197
artifact1898,2198,2198,node1,2198,2198,node3,2198,2198
artifact1899,2199,2199,node1,2199,2199,node3,2199,2199
artifact19,319,319,node1,319,319,node3,319,319
artifact190,490,490,node1,490,490,node3,490,490
artifact1900,2200,2200,node1,2200,2200,node3,2200,2200
artifact1901,2201,2201,node1,2201,2201,node3,2201,2201
artifact1902,2202,2202,node1,2202,2202,node3,2202,2202
artifact1903,2203,2203,node1,2203,2203,node3,2203,2203
artifact1904,2204,2204,node1,2204,2204,node3,2204,2204
artifact1905,2205,2205,node1,2205,2205,node3,2205,2205
artifact1906,2206,2206,node1,2206,2206,node3,2206,2206
artifact1907,2207,2207,node1,2207,2207,node3,2207,2207
artifact1908,2208,2208,node1,2208,2208,node3,2208,2208
artifact1909,2209,2209,node1,2209,2209,node3,2209,2209
artifact191,491,491,node1,491,491,node3,491,491
artifact1910,2210,2210,node1,2210,2210,node3,2210,2210
artifact1911,2211,2211,node1,2211,2211,node3,2211,2211
artifact1912,2212,2212,node1,2212,2212,node3,2212,2212
artifact1913,2213,2213,node1,2213,2213,node3,2213,2213
artifact1914,2214,2214,node1,2214,2214,node3,2214,2214
artifact1915,2215,2215,node1,2215,2215,node3,2215,2215
artifact1916,2216,2216,node1,2216,2216,node3,2216,2216
artifact1917,2217,2217,node1,2217,2217,node3,2217,2217
artifact1918,2218,2218,node1,2218,2218,node3,2218,2218
artifact1919,2219,2219,node1,2219,2219,node3,2219,2219
artifact192,492,492,node1,492,492,node3,492,492
artifact1920,2220,2220,node1,2220,2220,node3,2220,2220
artifact1921,2221,2221,node1,2221,2221,node3,2221,2221
artifact1922,2222,2222,node1,2222,2222,node3,2222,2222
artifact1923,2223,2223,node1,2223,2223,node3,2223,2223
artifact1924,2224,2224,node1,2224,2224,node3,2224,2224
artifact1925,2225,2225,node1,2225,2225,node3,2225,2225
artifact1926,2226,2226,node1,2226,2226,node3,2226,2226
artifact1927,2227,2227,node1,2227,2227,node3,2227,2227
artifact1928,2228,2228,node1,2228,2228,node3,2228,2228
artifact1929,2229,2229,node1,2229,2229,node3,2229,2229
artifact193,493,493,node1,493,493,node3,493,493
artifact1930,2230,2230,node1,2230,2230,node3,2230,2230
artifact1931,2231,2231,node1,2231,2231,node3,2231,2231
artifact1932,2232,2232,node1,2232,2232,node3,2232,2232
artifact1933,2233,2233,node1,2233,2233,node3,2233,2233
artifact1934,2234,2234,node1,2234,2234,node3,2234,2234
artifact1935,2235,2235,node1,2235,2235,node3,2235,2235
artifact1936,2236,2236,node1,2236,2236,node3,2236,2236
artifact1937,2237,2237,node1,2237,2237,node3,2237,2237
artifact1938,2238,2238,node1,2238,2238,node3,2238,2238
artifact1939,2239,2239,node1,2239,2239,node3,2239,2239
artifact194,494,494,node1,494,494,node3,494,494
artifact1940,2240,2240,node1,2240,2240,node3,2240,2240
artifact1941,2241,2241,node1,2241,2241,node3,2241,2241
artifact1942,2242,2242,node1,2242,2242,node3,2242,2242
artifact1943,2243,2243,node1,2243,2243,node3,2243,2243
artifact1944,2244,2244,node1,2244,2244,node3,2244,2244
artifact1945,2245,2245,node1,2245,2245,node3,2245,2245
artifact1946,2246,2246,node1,2246,2246,node3,2246,2246
artifact1947,2247,2247,node1,2247,2247,node3,2247,2247
artifact1948,2248,2248,node1,2248,2248,node3,2248,2248
artifact1949,2249,2249,node1,2249,2249,node3,2249,2249
artifact195,495,495,node1,495,495,node3,495,495
artifact1950,2250,2250,node1,2250,2250,node3,2250,2250
artifact1951,2251,2251,node1,2251,2251,node3,2251,2251
artifact1952,2252,2252,node1,2252,2252,node3,2252,2252
artifact1953,2253,2253,node1,2253,2253,node3,2253,2253
artifact1954,2254,2254,node1,2254,2254,node3,2254,2254
artifact1955,2255,2255,node1,2255,2255,node3,2255,2255
artifact1956,2256,2256,node1,2256,2256,node3,2256,2256
artifact1957,2257,2257,node1,2257,2257,node3,2257,2257
artifact1958,2258,2258,node1,2258,2258,node3,2258,2258
artifact1959,2259,2259,node1,2259,2259,node3,2259,2259
artifact196,496,496,node1,496,496,node3,496,496
artifact1960,2260,2260,node1,2260,2260,node3,2260,2260
artifact1961,2261,2261,node1,2261,2261,node3,2261,2261
artifact1962,2262,2262,node1,2262,2262,node3,2262,2262
artifact1963,2263,2263,node1,2263,2263,node3,2263,2263
artifact1964,2264,2264,node1,2264,2264,node3,2264,2264
artifact1965,2265,2265,node1,2265,2265,node3,2265,2265
artifact1966,2266,2266,node1,2266,2266,node3,2266,2266
artifact1967,2267,2267,node1,2267,2267,node3,2267,2267
artifact1968,2268,2268,node1,2268,2268,node3,2268,2268
artifact1969,2269,2269,node1,2269,2269,node3,2269,2269
artifact197,497,497,node1,497,497,node3,497,497
artifact1970,2270,2270,node1,2270,2270,node3,2270,2270
artifact1971,2271,2271,node1,2271,2271,node3,2271,2271
artifact1972,2272,2272,node1,2272,2272,node3,2272,2272
artifact1973,2273,2273,node1,2273,2273,node3,2273,2273
artifact1974,2274,2274,node1,2274,2274,node3,2274,2274
artifact1975,2275,2275,node1,2275,2275,node3,2275,2275
artifact1976,2276,2276,node1,2276,2276,node3,2276,2276
artifact1977,2277,2277,node1,2277,2277,node3,2277,2277
artifact1978,2278,2278,node1,2278,2278,node3,2278,2278
artifact1979,2279,2279,node1,2279,2279,node3,2279,2279
artifact198,498,498,node1,498,498,node3,498,498
artifact1980,2280,2280,node1,2280,2280,node3,2280,2280
artifact1981,2281,2281,node1,2281,2281,node3,2281,2281
artifact1982,2282,2282,node1,2282,2282,node3,2282,2282
artifact1983,2283,2283,node1,2283,2283,node3,2283,2283
artifact1984,2284,2284,node1,2284,2284,node3,2284,2284
artifact1985,2285,2285,node1,2285,2285,node3,2285,2285
artifact1986,2286,2286,node1,2286,2286,node3,2286,2286
artifact1987,2287,2287,node1,2287,2287,node3,2287,2287
artifact1988,2288,2288,node1,2288,2288,node3,2288,2288
artifact1989,2289,2289,node1,2289,2289,node3,2289,2289
artifact199,499,499,node1,499,499,node3,499,499
artifact1990,2290,2290,node1,2290,2290,node3,2290,2290
artifact1991,2291,2291,node1,2291,2291,node3,2291,2291
artifact1992,2292,2292,node1,2292,2292,node3,2292,2292
artifact1993,2293,2293,node1,2293,2293,node3,2293,2293
artifact1994,2294,2294,node1,2294,2294,node3,2294,2294
artifact1995,2295,2295,node1,2295,2295,node3,2295,2295
artifact1996,2296,2296,node1,2296,2296,node3,2296,2296
artifact1997,2297,2297,node1,2297,2297,node3,2297,2297
artifact1998,2298,2298,node1,2298,2298,node3,2298,2298
artifact1999,2299,2299,node1,2299,2299,node3,2299,2299
artifact2,302,302,node1,302,302,node3,302,302
artifact20,320,320,node1,320,320,node3,320,320
artifact200,500,500,node1,500,500,node3,500,500
artifact201,501,501,node1,501,501,node3,501,501
artifact202,502,502,node1,502,502,node3,502,502
artifact203,503,503,node1,503,503,node3,503,503
artifact204,504,504,node1,504,504,node3,504,504
artifact205,505,505,node1,505,505,node3,505,505
artifact206,506,506,node1,506,506,node3,506,506
artifact207,507,507,node1,507,507,node3,507,507
artifact208,508,508,node1,508,508,node3,508,508
artifact209,509,509,node1,509,509,node3,509,509
artifact21,321,321,node1,321,321,node3,321,321
artifact210,510,510,node1,510,510,node3,510,510
artifact211,511,511,node1,511,511,node3,511,511
artifact212,512,512,node1,512,512,node3,512,512
artifact213,513,513,node1,513,513,node3,513,513
artifact214,514,514,node1,514,514,node3,514,514
artifact215,515,515,node1,515,515,node3,515,515
artifact216,516,516,node1,516,516,node3,516,516
artifact217,517,517,node1,517,517,node3,517,517
artifact218,518,518,node1,518,518,node3,518,518
artifact219,519,519,node1,519,519,node3,519,519
artifact22,322,322,node1,322,322,node3,322,322
artifact220,520,520,node1,520,520,node3,520,520
artifact221,521,521,node1,521,521,node3,521,521
artifact222,522,522,node1,522,522,node3,522,522
artifact223,523,523,node1,523,523,node3,523,523
artifact224,524,524,node1,524,524,node3,524,524
artifact225,525,525,node1,525,525,node3,525,525
artifact226,526,526,node1,526,526,node3,526,526
artifact227,527,527,node1,527,527,node3,527,527
artifact228,528,528,node1,528,528,node3,528,528
artifact229,529,529,node1,529,529,node3,529,529
artifact23,323,323,node1,323,323,node3,323,323
artifact230,530,530,node1,530,530,node3,530,530
artifact231,531,531,node1,531,531,node3,531,531
artifact232,532,532,node1,532,532,node3,532,532
artifact233,533,533,node1,533,533,node3,533,533
artifact234,534,534,node1,534,534,node3,534,534
artifact235,535,535,node1,535,535,node3,535,535
artifact236,536,536,node1,536,536,node3,536,536
artifact237,537,537,node1,537,537,node3,537,537
artifact238,538,538,node1,538,538,node3,538,538
artifact239,539,539,node1,539,539,node3,539,539
artifact24,324,324,node1,324,324,node3,324,324
artifact240,540,540,node1,540,540,node3,540,540
artifact241,541,541,node1,541,541,node3,541,541
artifact242,542,542,node1,542,542,node3,542,542
artifact243,543,543,node1,543,543,node3,543,543
artifact244,544,544,node1,544,544,node3,544,544
artifact245,545,545,node1,545,545,node3,545,545
artifact246,546,546,node1,546,546,node3,546,546
artifact247,547,547,node1,547,547,node3,547,547
artifact248,548,548,node1,548,548,node3,548,548
artifact249,549,549,node1,549,549,node3,549,549
artifact25,325,325,node1,325,325,node3,325,325
artifact250,550,550,node1,550,550,node3,550,550
artifact251,551,551,node1,551,551,node3,551,551
artifact252,552,552,node1,552,552,node3,552,552
artifact253,553,553,node1,553,553,node3,553,553
artifact254,554,554,node1,554,554,node3,554,554
artifact255,555,555,node1,555,555,node3,555,555
artifact256,556,556,node1,556,556,node3,556,556
artifact257,557,557,node1,557,557,node3,557,557
artifact258,558,558,node1,558,558,node3,558,558
artifact259,559,559,node1,559,559,node3,559,559
artifact26,326,326,node1,326,326,node3,326,326
artifact260,560,560,node1,560,560,node3,560,560
artifact261,561,561,node1,561,561,node3,561,561
artifact262,562,562,node1,562,562,node3,562,562
artifact263,563,563,node1,563,563,node3,563,563
artifact264,564,564,node1,564,564,node3,564,564
artifact265,565,565,node1,565,565,node3,565,565
artifact266,566,566,node1,566,566,node3,566,566
artifact267,567,567,node1,567,567,node3,567,567
artifact268,568,568,node1,568,568,node3,568,568
artifact269,569,569,node1,569,569,node3,569,569
artifact27,327,327,node1,327,327,node3,327,327
artifact270,570,570,node1,570,570,node3,570,570
artifact271,571,571,node1,571,571,node3,571,571
artifact272,572,572,node1,572,572,node3,572,572
artifact273,573,573,node1,573,573,node3,573,573
artifact274,574,574,node1,574,574,node3,574,574
artifact275,575,575,node1,575,575,node3,575,575
artifact276,576,576,node1,576,576,node3,576,576
artifact277,577,577,node1,577,577,node3,577,577
artifact278,578,578,node1,578,578,node3,578,578
artifact279,579,579,node1,579,579,node3,579,579
artifact28,328,328,node1,328,328,node3,328,328
artifact280,580,580,node1,580,580,node3,580,580
artifact281,581,581,node1,581,581,node3,581,581
artifact282,582,582,node1,582,582,node3,582,582
artifact283,583,583,node1,583,583,node3,583,583
artifact284,584,584,node1,584,584,node3,584,584
artifact285,585,585,node1,585,585,node3,585,585
artifact286,586,586,node1,586,586,node3,586,586
artifact287,587,587,node1,587,587,node3,587,587
artifact288,588,588,node1,588,588,node3,588,588
artifact289,589,589,node1,589,589,node3,589,589
artifact29,329,329,node1,329,329,node3,329,329
artifact290,590,590,node1,590,590,node3,590,590
artifact291,591,591,node1,591,591,node3,591,591
artifact292,592,592,node1,592,592,node3,592,592
artifact293,593,593,node1,593,593,node3,593,593
artifact294,594,594,node1,594,594,node3,594,594
artifact295,595,595,node1,595,595,node3,595,595
artifact296,596,596,node1,596,596,node3,596,596
artifact297,597,597,node1,597,597,node3,597,597
artifact298,598,598,node1,598,598,node3,598,598
artifact299,599,599,node1,599,599,node3,599,599
artifact3,303,303,node1,303,303,node3,303,303
artifact30,330,330,node1,330,330,node3,330,330
artifact300,600,600,node1,600,600,node3,600,600
artifact301,601,601,node1,601,601,node3,601,601
artifact302,602,602,node1,602,602,node3,602,602
artifact303,603,603,node1,603,603,node3,603,603
artifact304,604,604,node1,604,604,node3,604,604
artifact305,605,605,node1,605,605,node3,605,605
artifact306,606,606,node1,606,606,node3,606,606
artifact307,607,607,node1,607,607,node3,607,607
artifact308,608,608,node1,608,608,node3,608,608
artifact309,609,609,node1,609,609,node3,609,609
artifact31,331,331,node1,331,331,node3,331,331
artifact310,610,610,node1,610,610,node3,610,610
artifact311,611,611,node1,611,611,node3,611,611
artifact312,612,612,node1,612,612,node3,612,612
artifact313,613,613,node1,613,613,node3,613,613
artifact314,614,614,node1,614,614,node3,614,614
artifact315,615,615,node1,615,615,node3,615,615
artifact316,616,616,node1,616,616,node3,616,616
artifact317,617,617,node1,617,617,node3,617,617
artifact318,618,618,node1,618,618,node3,618,618
artifact319,619,619,node1,619,619,node3,619,619
artifact32,332,332,node1,332,332,node3,332,332
artifact320,620,620,node1,620,620,node3,620,620
artifact321,621,621,node1,621,621,node3,621,621
artifact322,622,622,node1,622,622,node3,622,622
artifact323,623,623,node1,623,623,node3,623,623
artifact324,624,624,node1,624,624,node3,624,624
artifact325,625,625,node1,625,625,node3,625,625
artifact326,626,626,node1,626,626,node3,626,626
artifact327,627,627,node1,627,627,node3,627,627
artifact328,628,628,node1,628,628,node3,628,628
artifact329,629,629,node1,629,629,node3,629,629
artifact33,333,333,node1,333,333,node3,333,333
artifact330,630,630,node1,630,630,node3,630,630
artifact331,631,631,node1,631,631,node3,631,631
artifact332,632,632,node1,632,632,node3,632,632
artifact333,633,633,node1,633,633,node3,633,633
artifact334,634,634,node1,634,634,node3,634,634
artifact335,635,635,node1,635,635,node3,635,635
artifact336,636,636,node1,636,636,node3,636,636
artifact337,637,637,node1,637,637,node3,637,637
artifact338,638,638,node1,638,638,node3,638,638
artifact339,639,639,node1,639,639,node3,639,639
artifact34,334,334,node1,334,334,node3,334,334
artifact340,640,640,node1,640,640,node3,640,640
artifact341,641,641,node1,641,641,node3,641,641
artifact342,642,642,node1,642,642,node3,642,642
artifact343,643,643,node1,643,643,node3,643,643
artifact344,644,644,node1,644,644,node3,644,644
artifact345,645,645,node1,645,645,node3,645,645
artifact346,646,646,node1,646,646,node3,646,646
artifact347,647,647,node1,647,647,node3,647,647
artifact348,648,648,node1,648,648,node3,648,648
artifact349,649,649,node1,649,649,node3,649,649
artifact35,335,335,node1,335,335,node3,335,335
artifact350,650,650,node1,650,650,node3,650,650
artifact351,651,651,node1,651,651,node3,651,651
artifact352,652,652,node1,652,652,node3,652,652
artifact353,653,653,node1,653,653,node3,653,653
artifact354,654,654,node1,654,654,node3,654,654
artifact355,655,655,node1,655,655,node3,655,655
artifact356,656,656,node1,656,656,node3,656,656
artifact357,657,657,node1,657,657,node3,657,657
artifact358,658,658,node1,658,658,node3,658,658
artifact359,659,659,node1,659,659,node3,659,659
artifact36,336,336,node1,336,336,node3,336,336
artifact360,660,660,node1,660,660,node3,660,660
artifact361,661,661,node1,661,661,node3,661,661
artifact362,662,662,node1,662,662,node3,662,662
artifact363,663,663,node1,663,663,node3,663,663
artifact364,664,664,node1,664,664,node3,664,664
artifact365,665,665,node1,665,665,node3,665,665
artifact366,666,666,node1,666,666,node3,666,666
artifact367,667,667,node1,667,667,node3,667,667
artifact368,668,668,node1,668,668,node3,668,668
artifact369,669,669,node1,669,669,node3,669,669
artifact37,337,337,node1,337,337,node3,337,337
artifact370,670,670,node1,670,670,node3,670,670
artifact371,671,671,node1,671,671,node3,671,671
artifact372,672,672,node1,672,672,node3,672,672
artifact373,673,673,node1,673,673,node3,673,673
artifact374,674,674,node1,674,674,node3,674,674
artifact375,675,675,node1,675,675,node3,675,675
artifact376,676,676,node1,676,676,node3,676,676
artifact377,677,677,node1,677,677,node3,677,677
artifact378,678,678,node1,678,678,node3,678,678
artifact379,679,679,node1,679,679,node3,679,679
artifact38,338,338,node1,338,338,node3,338,338
artifact380,680,680,node1,680,680,node3,680,680
artifact381,681,681,node1,681,681,node3,681,681
artifact382,682,682,node1,682,682,node3,682,682
artifact383,683,683,node1,683,683,node3,683,683
artifact384,684,684,node1,684,684,node3,684,684
artifact385,685,685,node1,685,685,node3,685,685
artifact386,686,686,node1,686,686,node3,686,686
artifact387,687,687,node1,687,687,node3,687,687
artifact388,688,688,node1,688,688,node3,688,688
artifact389,689,689,node1,689,689,node3,689,689
artifact39,339,339,node1,339,339,node3,339,339
artifact390,690,690,node1,690,690,node3,690,690
artifact391,691,691,node1,691,691,node3,691,691
artifact392,692,692,node1,692,692,node3,692,692
artifact393,693,693,node1,693,693,node3,693,693
artifact394,694,694,node1,694,694,node3,694,694
artifact395,695,695,node1,695,695,node3,695,695
artifact396,696,696,node1,696,696,node3,696,696
artifact397,697,697,node1,697,697,node3,697,697
artifact398,698,698,node1,698,698,node3,698,698
artifact399,699,699,node1,699,699,node3,699,699
artifact4,304,304,node1,304,304,node3,304,304
artifact40,340,340,node1,340,340,node3,340,340
artifact400,700,700,node1,700,700,node3,700,700
artifact401,701,701,node1,701,701,node3,701,701
artifact402,702,702,node1,702,702,node3,702,702
artifact403,703,703,node1,703,703,node3,703,703
artifact404,704,704,node1,704,704,node3,704,704
artifact405,705,705,node1,705,705,node3,705,705
artifact406,706,706,node1,706,706,node3,706,706
artifact407,707,707,node1,707,707,node3,707,707
artifact408,708,708,node1,708,708,node3,708,708
artifact409,709,709,node1,709,709,node3,709,709
artifact41,341,341,node1,341,341,node3,341,341
artifact410,710,710,node1,710,710,node3,710,710
artifact411,711,711,node1,711,711,node3,711,711
artifact412,712,712,node1,712,712,node3,712,712
artifact413,713,713,node1,713,713,node3,713,713
artifact414,714,714,node1,714,714,node3,714,714
artifact415,715,715,node1,715,715,node3,715,715
artifact416,716,716,node1,716,716,node3,716,716
artifact417,717,717,node1,717,717,node3,717,717
artifact418,718,718,node1,718,718,node3,718,718
artifact419,719,719,node1,719,719,node3,719,719
artifact42,342,342,node1,342,342,node3,342,342
artifact420,720,720,node1,720,720,node3,720,720
artifact421,721,721,node1,721,721,node3,721,721
artifact422,722,722,node1,722,722,node3,722,722
artifact423,723,723,node1,723,723,node3,723,723
artifact424,724,724,node1,724,724,node3,724,724
artifact425,725,725,node1,725,725,node3,725,725
artifact426,726,726,node1,726,726,node3,726,726
artifact427,727,727,node1,727,727,node3,727,727
artifact428,728,728,node1,728,728,node3,728,728
artifact429,729,729,node1,729,729,node3,729,729
artifact43,343,343,node1,343,343,node3,343,343
artifact430,730,730,node1,730,730,node3,730,730
artifact431,731,731,node1,731,731,node3,731,731
artifact432,732,732,node1,732,732,node3,732,732
artifact433,733,733,node1,733,733,node3,733,733
artifact434,734,734,node1,734,734,node3,734,734
artifact435,735,735,node1,735,735,node3,735,735
artifact436,736,736,node1,736,736,node3,736,736
artifact437,737,737,node1,737,737,node3,737,737
artifact438,738,738,node1,738,738,node3,738,738
artifact439,739,739,node1,739,739,node3,739,739
artifact44,344,344,node1,344,344,node3,344,344
artifact440,740,740,node1,740,740,node3,740,740
artifact441,741,741,node1,741,741,node3,741,741
artifact442,742,742,node1,742,742,node3,742,742
artifact443,743,743,node1,743,743,node3,743,743
artifact444,744,744,node1,744,744,node3,744,744
artifact445,745,745,node1,745,745,node3,745,745
artifact446,746,746,node1,746,746,node3,746,746
artifact447,747,747,node1,747,747,node3,747,747
artifact448,748,748,node1,748,748,node3,748,748
artifact449,749,749,node1,749,749,node3,749,749
artifact45,345,345,node1,345,345,node3,345,345
artifact450,750,750,node1,750,750,node3,750,750
artifact451,751,751,node1,751,751,node3,751,751
artifact452,752,752,node1,752,752,node3,752,752
artifact453,753,753,node1,753,753,node3,753,753
artifact454,754,754,node1,754,754,node3,754,754
artifact455,755,755,node1,755,755,node3,755,755
artifact456,756,756,node1,756,756,node3,756,756
artifact457,757,757,node1,757,757,node3,757,757
artifact458,758,758,node1,758,758,node3,758,758
artifact459,759,759,node1,759,759,node3,759,759
artifact46,346,346,node1,346,346,node3,346,346
artifact460,760,760,node1,760,760,node3,760,760
artifact461,761,761,node1,761,761,node3,761,761
artifact462,762,762,node1,762,762,node3,762,762
artifact463,763,763,node1,763,763,node3,763,763
artifact464,764,764,node1,764,764,node3,764,764
artifact465,765,765,node1,765,765,node3,765,765
artifact466,766,766,node1,766,766,node3,766,766
artifact467,767,767,node1,767,767,node3,767,767
artifact468,768,768,node1,768,768,node3,768,768
artifact469,769,769,node1,769,769,node3,769,769
artifact47,347,347,node1,347,347,node3,347,347
artifact470,770,770,node1,770,770,node3,770,770
artifact471,771,771,node1,771,771,node3,771,771
artifact472,772,772,node1,772,772,node3,772,772
artifact473,773,773,node1,773,773,node3,773,773
artifact474,774,774,node1,774,774,node3,774,774
artifact475,775,775,node1,775,775,node3,775,775
artifact476,776,776,node1,776,776,node3,776,776
artifact477,777,777,node1,777,777,node3,777,777
artifact478,778,778,node1,778,778,node3,778,778
artifact479,779,779,node1,779,779,node3,779,779
artifact48,348,348,node1,348,348,node3,348,348
artifact480,780,780,node1,780,780,node3,780,780
artifact481,781,781,node1,781,781,node3,781,781
artifact482,782,782,node1,782,782,node3,782,782
artifact483,783,783,node1,783,783,node3,783,783
artifact484,784,784,node1,784,784,node3,784,784
artifact485,785,785,node1,785,785,node3,785,785
artifact486,786,786,node1,786,786,node3,786,786
artifact487,787,787,node1,787,787,node3,787,787
artifact488,788,788,node1,788,788,node3,788,788
artifact489,789,789,node1,789,789,node3,789,789
artifact49,349,349,node1,349,349,node3,349,349
artifact490,790,790,node1,790,790,node3,790,790
artifact491,791,791,node1,791,791,node3,791,791
artifact492,792,792,node1,792,792,node3,792,792
artifact493,793,793,node1,793,793,node3,793,793
artifact494,794,794,node1,794,794,node3,794,794
artifact495,795,795,node1,795,795,node3,795,795
artifact496,796,796,node1,796,796,node3,796,796
artifact497,797,797,node1,797,797,node3,797,797
artifact498,798,798,node1,798,798,node3,798,798
artifact499,799,799,node1,799,799,node3,799,799
artifact5,305,305,node1,305,305,node3,305,305
artifact50,350,350,node1,350,350,node3,350,350
artifact500,800,800,node1,800,800,node3,800,800
artifact501,801,801,node1,801,801,node3,801,801
artifact502,802,802,node1,802,802,node3,802,802
artifact503,803,803,node1,803,803,node3,803,803
artifact504,804,804,node1,804,804,node3,804,804
artifact505,805,805,node1,805,805,node3,805,805
artifact506,806,806,node1,806,806,node3,806,806
artifact507,807,807,node1,807,807,node3,807,807
artifact508,808,808,node1,808,808,node3,808,808
artifact509,809,809,node1,809,809,node3,809,809
artifact51,351,351,node1,351,351,node3,351,351
artifact510,810,810,node1,810,810,node3,810,810
artifact511,811,811,node1,811,811,node3,811,811
artifact512,812,812,node1,812,812,node3,812,812
artifact513,813,813,node1,813,813,node3,813,813
artifact514,814,814,node1,814,814,node3,814,814
artifact515,815,815,node1,815,815,node3,815,815
artifact516,816,816,node1,816,816,node3,816,816
artifact517,817,817,node1,817,817,node3,817,817
artifact518,818,818,node1,818,818,node3,818,818
artifact519,819,819,node1,819,819,node3,819,819
artifact52,352,352,node1,352,352,node3,352,352
artifact520,820,820,node1,820,820,node3,820,820
artifact521,821,821,node1,821,821,node3,821,821
artifact522,822,822,node1,822,822,node3,822,822
artifact523,823,823,node1,823,823,node3,823,823
artifact524,824,824,node1,824,824,node3,824,824
artifact525,825,825,node1,825,825,node3,825,825
artifact526,826,826,node1,826,826,node3,826,826
artifact527,827,827,node1,827,827,node3,827,827
artifact528,828,828,node1,828,828,node3,828,828
artifact529,829,829,node1,829,829,node3,829,829
artifact53,353,353,node1,353,353,node3,353,353
artifact530,830,830,node1,830,830,node3,830,830
artifact531,831,831,node1,831,831,node3,831,831
artifact532,832,832,node1,832,832,node3,832,832
artifact533,833,833,node1,833,833,node3,833,833
artifact534,834,834,node1,834,834,node3,834,834
artifact535,835,835,node1,835,835,node3,835,835
artifact536,836,836,node1,836,836,node3,836,836
artifact537,837,837,node1,837,837,node3,837,837
artifact538,838,838,node1,838,838,node3,838,838
artifact539,839,839,node1,839,839,node3,839,839
artifact54,354,354,node1,354,354,node3,354,354
artifact540,840,840,node1,840,840,node3,840,840
artifact541,841,841,node1,841,841,node3,841,841
artifact542,842,842,node1,842,842,node3,842,842
artifact543,843,843,node1,843,843,node3,843,843
artifact544,844,844,node1,844,844,node3,844,844
artifact545,845,845,node1,845,845,node3,845,845
artifact546,846,846,node1,846,846,node3,846,846
artifact547,847,847,node1,847,847,node3,847,847
artifact548,848,848,node1,848,848,node3,848,848
artifact549,849,849,node1,849,849,node3,849,849
artifact55,355,355,node1,355,355,node3,355,355
artifact550,850,850,node1,850,850,node3,850,850
artifact551,851,851,node1,851,851,node3,851,851
artifact552,852,852,node1,852,852,node3,852,852
artifact553,853,853,node1,853,853,node3,853,853
artifact554,854,854,node1,854,854,node3,854,854
artifact555,855,855,node1,855,855,node3,855,855
artifact556,856,856,node1,856,856,node3,856,856
artifact557,857,857,node1,857,857,node3,857,857
artifact558,858,858,node1,858,858,node3,858,858
artifact559,859,859,node1,859,859,node3,859,859
artifact56,356,356,node1,356,356,node3,356,356
