artifact,f1_min,f2_min,f3_min,f4_min,f5_min,f6_min,f7_min,f8_min,f9_min,f10_min,node_id_min,f1_max,f2_max,f3_max,f4_max,f5_max,f6_max,f7_max,f8_max,f9_max,f10_max,node_id_max,f1_mean,f2_mean,f3_mean,f4_mean,f5_mean,f6_mean,f7_mean,f8_mean,f9_mean,f10_mean
artifact1773,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,node1,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,node9,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073
artifact1774,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,node1,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,node9,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074
artifact1775,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,node1,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,node9,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075
artifact1776,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,node1,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,node9,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076
artifact1777,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,node1,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,node9,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077
artifact1778,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,node1,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,node9,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078
artifact1779,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,node1,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,node9,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079
artifact178,478,478,478,478,478,478,478,478,478,478,node1,478,478,478,478,478,478,478,478,478,478,node9,478,478,478,478,478,478,478,478,478,478
artifact1780,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,node1,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,node9,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080
artifact1781,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,node1,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,node9,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081
artifact1782,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,node1,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,node9,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082
artifact1783,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,node1,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,node9,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083
artifact1784,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,node1,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,node9,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084
artifact1785,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,node1,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,node9,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085
artifact1786,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,node1,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,node9,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086
artifact1787,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,node1,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,node9,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087
artifact1788,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,node1,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,node9,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088
artifact1789,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,node1,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,node9,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089
artifact179,479,479,479,479,479,479,479,479,479,479,node1,479,479,479,479,479,479,479,479,479,479,node9,479,479,479,479,479,479,479,479,479,479
artifact1790,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,node1,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,node9,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090
artifact1791,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,node1,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,node9,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091
artifact1792,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,node1,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,node9,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092
artifact1793,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,node1,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,node9,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093
artifact1794,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,node1,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,node9,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094
artifact1795,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,node1,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,node9,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
artifact1796,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,node1,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,node9,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096
artifact1797,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,node1,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,node9,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097
artifact1798,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,node1,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,node9,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098
artifact1799,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,node1,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,node9,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099
artifact18,318,318,318,318,318,318,318,318,318,318,node1,318,318,318,318,318,318,318,318,318,318,node9,318,318,318,318,318,318,318,318,318,318
artifact180,480,480,480,480,480,480,480,480,480,480,node1,480,480,480,480,480,480,480,480,480,480,node9,480,480,480,480,480,480,480,480,480,480
artifact1800,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,node1,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,node9,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
artifact1801,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,node1,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,node9,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101
artifact1802,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,node1,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,node9,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102
artifact1803,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,node1,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,node9,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103
artifact1804,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,node1,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,node9,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104
artifact1805,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,node1,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,node9,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105
artifact1806,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,node1,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,node9,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106
artifact1807,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,node1,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,node9,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107
artifact1808,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,node1,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,node9,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108
artifact1809,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,node1,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,node9,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109
artifact181,481,481,481,481,481,481,481,481,481,481,node1,481,481,481,481,481,481,481,481,481,481,node9,481,481,481,481,481,481,481,481,481,481
artifact1810,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,node1,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,node9,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110
artifact1811,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,node1,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,node9,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111
artifact1812,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,node1,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,node9,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112
artifact1813,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,node1,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,node9,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113
artifact1814,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,node1,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,node9,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114
artifact1815,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,node1,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,node9,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115
artifact1816,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,node1,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,node9,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116
artifact1817,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,node1,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,node9,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117
artifact1818,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,node1,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,node9,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118
artifact1819,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,node1,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,node9,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119
artifact182,482,482,482,482,482,482,482,482,482,482,node1,482,482,482,482,482,482,482,482,482,482,node9,482,482,482,482,482,482,482,482,482,482
artifact1820,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,node1,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,node9,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120
artifact1821,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,node1,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,node9,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121
artifact1822,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,node1,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,node9,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122
artifact1823,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,node1,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,node9,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123
artifact1824,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,node1,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,node9,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124
artifact1825,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,node1,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,node9,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125
artifact1826,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,node1,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,node9,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126
artifact1827,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,node1,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,node9,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127
artifact1828,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,node1,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,node9,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128
artifact1829,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,node1,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,node9,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129
artifact183,483,483,483,483,483,483,483,483,483,483,node1,483,483,483,483,483,483,483,483,483,483,node9,483,483,483,483,483,483,483,483,483,483
artifact1830,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,node1,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,node9,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130
artifact1831,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,node1,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,node9,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131
artifact1832,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,node1,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,node9,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132
artifact1833,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,node1,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,node9,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133
artifact1834,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,node1,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,node9,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134
artifact1835,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,node1,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,node9,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135
artifact1836,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,node1,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,node9,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136
artifact1837,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,node1,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,node9,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137
artifact1838,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,node1,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,node9,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138
artifact1839,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,node1,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,node9,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139
artifact184,484,484,484,484,484,484,484,484,484,484,node1,484,484,484,484,484,484,484,484,484,484,node9,484,484,484,484,484,484,484,484,484,484
artifact1840,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,node1,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,node9,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140
artifact1841,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,node1,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,node9,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141
artifact1842,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,node1,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,node9,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142
artifact1843,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,node1,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,node9,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143
artifact1844,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,node1,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,node9,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144
artifact1845,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,node1,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,node9,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145
artifact1846,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,node1,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,node9,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146
artifact1847,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,node1,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,node9,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147
artifact1848,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,node1,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,node9,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148
artifact1849,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,node1,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,node9,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149
artifact185,485,485,485,485,485,485,485,485,485,485,node1,485,485,485,485,485,485,485,485,485,485,node9,485,485,485,485,485,485,485,485,485,485
artifact1850,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150,node1,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150,node9,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
artifact1851,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,node1,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,node9,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151
artifact1852,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,node1,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,node9,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152
artifact1853,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,node1,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,node9,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153
artifact1854,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,node1,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,node9,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154
artifact1855,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155,node1,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155,node9,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155
artifact1856,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,node1,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,node9,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156
artifact1857,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,node1,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,node9,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157
artifact1858,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,node1,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,node9,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158
artifact1859,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,node1,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,node9,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159
artifact186,486,486,486,486,486,486,486,486,486,486,node1,486,486,486,486,486,486,486,486,486,486,node9,486,486,486,486,486,486,486,486,486,486
artifact1860,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,node1,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,node9,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160
artifact1861,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,node1,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,node9,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161
artifact1862,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,node1,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,node9,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162
artifact1863,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,node1,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,node9,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163
artifact1864,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164,node1,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164,node9,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164
artifact1865,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,node1,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,node9,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165
artifact1866,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,node1,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,node9,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166
artifact1867,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,node1,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,node9,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167
artifact1868,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,node1,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,node9,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168
artifact1869,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,node1,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,node9,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169
artifact187,487,487,487,487,487,487,487,487,487,487,node1,487,487,487,487,487,487,487,487,487,487,node9,487,487,487,487,487,487,487,487,487,487
artifact1870,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,node1,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,node9,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170
artifact1871,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,node1,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,node9,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171
artifact1872,2172,2172,2172,2172,2172,2172,2172,2172,2172,2172,node1,2172,2172,2172,2172,2172,2172,2172,2172,2172,2172,node9,2172,2172,2172,2172,2172,2172,2172,2172,2172,2172
artifact1873,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,node1,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,node9,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173
artifact1874,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,node1,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,node9,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174
artifact1875,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,node1,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,node9,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175
artifact1876,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176,node1,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176,node9,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176
artifact1877,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,node1,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,node9,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177
artifact1878,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,node1,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,node9,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178
artifact1879,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,node1,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,node9,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179
artifact188,488,488,488,488,488,488,488,488,488,488,node1,488,488,488,488,488,488,488,488,488,488,node9,488,488,488,488,488,488,488,488,488,488
artifact1880,2180,2180,2180,2180,2180,2180,2180,2180,2180,2180,node1,2180,2180,2180,2180,2180,2180,2180,2180,2180,2180,node9,2180,2180,2180,2180,2180,2180,2180,2180,2180,2180
artifact1881,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,node1,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,node9,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181
artifact1882,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,node1,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,node9,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182
artifact1883,2183,2183,2183,2183,2183,2183,2183,2183,2183,2183,node1,2183,2183,2183,2183,2183,2183,2183,2183,2183,2183,node9,2183,2183,2183,2183,2183,2183,2183,2183,2183,2183
artifact1884,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,node1,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,node9,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184
artifact1885,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,node1,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,node9,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185
artifact1886,2186,2186,2186,2186,2186,2186,2186,2186,2186,2186,node1,2186,2186,2186,2186,2186,2186,2186,2186,2186,2186,node9,2186,2186,2186,2186,2186,2186,2186,2186,2186,2186
artifact1887,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,node1,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,node9,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187
artifact1888,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,node1,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,node9,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188
artifact1889,2189,2189,2189,2189,2189,2189,2189,2189,2189,2189,node1,2189,2189,2189,2189,2189,2189,2189,2189,2189,2189,node9,2189,2189,2189,2189,2189,2189,2189,2189,2189,2189
artifact189,489,489,489,489,489,489,489,489,489,489,node1,489,489,489,489,489,489,489,489,489,489,node9,489,489,489,489,489,489,489,489,489,489
artifact1890,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,node1,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,node9,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190
artifact1891,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,node1,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,node9,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191
artifact1892,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,node1,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,node9,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192
artifact1893,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,node1,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,node9,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193
artifact1894,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,node1,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,node9,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194
artifact1895,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,node1,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,node9,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
artifact1896,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,node1,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,node9,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196
artifact1897,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,node1,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,node9,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197
artifact1898,2198,2198,2198,2198,2198,2198,2198,2198,2198,2198,node1,2198,2198,2198,2198,2198,2198,2198,2198,2198,2198,node9,2198,2198,2198,2198,2198,2198,2198,2198,2198,2198
