,artifact,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,node_id
502,artifact502,802,802,802,802,802,802,802,802,802,802,node4
503,artifact503,803,803,803,803,803,803,803,803,803,803,node4
504,artifact504,804,804,804,804,804,804,804,804,804,804,node4
505,artifact505,805,805,805,805,805,805,805,805,805,805,node4
506,artifact506,806,806,806,806,806,806,806,806,806,806,node4
507,artifact507,807,807,807,807,807,807,807,807,807,807,node4
508,artifact508,808,808,808,808,808,808,808,808,808,808,node4
509,artifact509,809,809,809,809,809,809,809,809,809,809,node4
510,artifact510,810,810,810,810,810,810,810,810,810,810,node4
511,artifact511,811,811,811,811,811,811,811,811,811,811,node4
512,artifact512,812,812,812,812,812,812,812,812,812,812,node4
513,artifact513,813,813,813,813,813,813,813,813,813,813,node4
514,artifact514,814,814,814,814,814,814,814,814,814,814,node4
515,artifact515,815,815,815,815,815,815,815,815,815,815,node4
516,artifact516,816,816,816,816,816,816,816,816,816,816,node4
517,artifact517,817,817,817,817,817,817,817,817,817,817,node4
518,artifact518,818,818,818,818,818,818,818,818,818,818,node4
519,artifact519,819,819,819,819,819,819,819,819,819,819,node4
520,artifact520,820,820,820,820,820,820,820,820,820,820,node4
521,artifact521,821,821,821,821,821,821,821,821,821,821,node4
522,artifact522,822,822,822,822,822,822,822,822,822,822,node4
523,artifact523,823,823,823,823,823,823,823,823,823,823,node4
524,artifact524,824,824,824,824,824,824,824,824,824,824,node4
525,artifact525,825,825,825,825,825,825,825,825,825,825,node4
526,artifact526,826,826,826,826,826,826,826,826,826,826,node4
527,artifact527,827,827,827,827,827,827,827,827,827,827,node4
528,artifact528,828,828,828,828,828,828,828,828,828,828,node4
529,artifact529,829,829,829,829,829,829,829,829,829,829,node4
530,artifact530,830,830,830,830,830,830,830,830,830,830,node4
531,artifact531,831,831,831,831,831,831,831,831,831,831,node4
532,artifact532,832,832,832,832,832,832,832,832,832,832,node4
533,artifact533,833,833,833,833,833,833,833,833,833,833,node4
534,artifact534,834,834,834,834,834,834,834,834,834,834,node4
535,artifact535,835,835,835,835,835,835,835,835,835,835,node4
536,artifact536,836,836,836,836,836,836,836,836,836,836,node4
537,artifact537,837,837,837,837,837,837,837,837,837,837,node4
538,artifact538,838,838,838,838,838,838,838,838,838,838,node4
539,artifact539,839,839,839,839,839,839,839,839,839,839,node4
540,artifact540,840,840,840,840,840,840,840,840,840,840,node4
541,artifact541,841,841,841,841,841,841,841,841,841,841,node4
542,artifact542,842,842,842,842,842,842,842,842,842,842,node4
543,artifact543,843,843,843,843,843,843,843,843,843,843,node4
544,artifact544,844,844,844,844,844,844,844,844,844,844,node4
545,artifact545,845,845,845,845,845,845,845,845,845,845,node4
546,artifact546,846,846,846,846,846,846,846,846,846,846,node4
547,artifact547,847,847,847,847,847,847,847,847,847,847,node4
548,artifact548,848,848,848,848,848,848,848,848,848,848,node4
549,artifact549,849,849,849,849,849,849,849,849,849,849,node4
550,artifact550,850,850,850,850,850,850,850,850,850,850,node4
551,artifact551,851,851,851,851,851,851,851,851,851,851,node4
552,artifact552,852,852,852,852,852,852,852,852,852,852,node4
553,artifact553,853,853,853,853,853,853,853,853,853,853,node4
554,artifact554,854,854,854,854,854,854,854,854,854,854,node4
555,artifact555,855,855,855,855,855,855,855,855,855,855,node4
556,artifact556,856,856,856,856,856,856,856,856,856,856,node4
557,artifact557,857,857,857,857,857,857,857,857,857,857,node4
558,artifact558,858,858,858,858,858,858,858,858,858,858,node4
559,artifact559,859,859,859,859,859,859,859,859,859,859,node4
560,artifact560,860,860,860,860,860,860,860,860,860,860,node4
561,artifact561,861,861,861,861,861,861,861,861,861,861,node4
562,artifact562,862,862,862,862,862,862,862,862,862,862,node4
563,artifact563,863,863,863,863,863,863,863,863,863,863,node4
564,artifact564,864,864,864,864,864,864,864,864,864,864,node4
565,artifact565,865,865,865,865,865,865,865,865,865,865,node4
566,artifact566,866,866,866,866,866,866,866,866,866,866,node4
567,artifact567,867,867,867,867,867,867,867,867,867,867,node4
568,artifact568,868,868,868,868,868,868,868,868,868,868,node4
569,artifact569,869,869,869,869,869,869,869,869,869,869,node4
570,artifact570,870,870,870,870,870,870,870,870,870,870,node4
571,artifact571,871,871,871,871,871,871,871,871,871,871,node4
572,artifact572,872,872,872,872,872,872,872,872,872,872,node4
573,artifact573,873,873,873,873,873,873,873,873,873,873,node4
574,artifact574,874,874,874,874,874,874,874,874,874,874,node4
575,artifact575,875,875,875,875,875,875,875,875,875,875,node4
576,artifact576,876,876,876,876,876,876,876,876,876,876,node4
577,artifact577,877,877,877,877,877,877,877,877,877,877,node4
578,artifact578,878,878,878,878,878,878,878,878,878,878,node4
579,artifact579,879,879,879,879,879,879,879,879,879,879,node4
580,artifact580,880,880,880,880,880,880,880,880,880,880,node4
581,artifact581,881,881,881,881,881,881,881,881,881,881,node4
582,artifact582,882,882,882,882,882,882,882,882,882,882,node4
583,artifact583,883,883,883,883,883,883,883,883,883,883,node4
584,artifact584,884,884,884,884,884,884,884,884,884,884,node4
585,artifact585,885,885,885,885,885,885,885,885,885,885,node4
586,artifact586,886,886,886,886,886,886,886,886,886,886,node4
587,artifact587,887,887,887,887,887,887,887,887,887,887,node4
588,artifact588,888,888,888,888,888,888,888,888,888,888,node4
589,artifact589,889,889,889,889,889,889,889,889,889,889,node4
590,artifact590,890,890,890,890,890,890,890,890,890,890,node4
591,artifact591,891,891,891,891,891,891,891,891,891,891,node4
592,artifact592,892,892,892,892,892,892,892,892,892,892,node4
593,artifact593,893,893,893,893,893,893,893,893,893,893,node4
594,artifact594,894,894,894,894,894,894,894,894,894,894,node4
595,artifact595,895,895,895,895,895,895,895,895,895,895,node4
596,artifact596,896,896,896,896,896,896,896,896,896,896,node4
597,artifact597,897,897,897,897,897,897,897,897,897,897,node4
598,artifact598,898,898,898,898,898,898,898,898,898,898,node4
599,artifact599,899,899,899,899,899,899,899,899,899,899,node4
600,artifact600,900,900,900,900,900,900,900,900,900,900,node4
601,artifact601,901,901,901,901,901,901,901,901,901,901,node4
602,artifact602,902,902,902,902,902,902,902,902,902,902,node4
603,artifact603,903,903,903,903,903,903,903,903,903,903,node4
604,artifact604,904,904,904,904,904,904,904,904,904,904,node4
605,artifact605,905,905,905,905,905,905,905,905,905,905,node4
606,artifact606,906,906,906,906,906,906,906,906,906,906,node4
607,artifact607,907,907,907,907,907,907,907,907,907,907,node4
608,artifact608,908,908,908,908,908,908,908,908,908,908,node4
609,artifact609,909,909,909,909,909,909,909,909,909,909,node4
610,artifact610,910,910,910,910,910,910,910,910,910,910,node4
611,artifact611,911,911,911,911,911,911,911,911,911,911,node4
612,artifact612,912,912,912,912,912,912,912,912,912,912,node4
613,artifact613,913,913,913,913,913,913,913,913,913,913,node4
614,artifact614,914,914,914,914,914,914,914,914,914,914,node4
615,artifact615,915,915,915,915,915,915,915,915,915,915,node4
616,artifact616,916,916,916,916,916,916,916,916,916,916,node4
617,artifact617,917,917,917,917,917,917,917,917,917,917,node4
618,artifact618,918,918,918,918,918,918,918,918,918,918,node4
619,artifact619,919,919,919,919,919,919,919,919,919,919,node4
620,artifact620,920,920,920,920,920,920,920,920,920,920,node4
621,artifact621,921,921,921,921,921,921,921,921,921,921,node4
622,artifact622,922,922,922,922,922,922,922,922,922,922,node4
623,artifact623,923,923,923,923,923,923,923,923,923,923,node4
624,artifact624,924,924,924,924,924,924,924,924,924,924,node4
625,artifact625,925,925,925,925,925,925,925,925,925,925,node4
626,artifact626,926,926,926,926,926,926,926,926,926,926,node4
627,artifact627,927,927,927,927,927,927,927,927,927,927,node4
628,artifact628,928,928,928,928,928,928,928,928,928,928,node4
629,artifact629,929,929,929,929,929,929,929,929,929,929,node4
630,artifact630,930,930,930,930,930,930,930,930,930,930,node4
631,artifact631,931,931,931,931,931,931,931,931,931,931,node4
632,artifact632,932,932,932,932,932,932,932,932,932,932,node4
633,artifact633,933,933,933,933,933,933,933,933,933,933,node4
634,artifact634,934,934,934,934,934,934,934,934,934,934,node4
635,artifact635,935,935,935,935,935,935,935,935,935,935,node4
636,artifact636,936,936,936,936,936,936,936,936,936,936,node4
637,artifact637,937,937,937,937,937,937,937,937,937,937,node4
638,artifact638,938,938,938,938,938,938,938,938,938,938,node4
639,artifact639,939,939,939,939,939,939,939,939,939,939,node4
640,artifact640,940,940,940,940,940,940,940,940,940,940,node4
641,artifact641,941,941,941,941,941,941,941,941,941,941,node4
642,artifact642,942,942,942,942,942,942,942,942,942,942,node4
643,artifact643,943,943,943,943,943,943,943,943,943,943,node4
644,artifact644,944,944,944,944,944,944,944,944,944,944,node4
645,artifact645,945,945,945,945,945,945,945,945,945,945,node4
646,artifact646,946,946,946,946,946,946,946,946,946,946,node4
647,artifact647,947,947,947,947,947,947,947,947,947,947,node4
648,artifact648,948,948,948,948,948,948,948,948,948,948,node4
649,artifact649,949,949,949,949,949,949,949,949,949,949,node4
650,artifact650,950,950,950,950,950,950,950,950,950,950,node4
651,artifact651,951,951,951,951,951,951,951,951,951,951,node4
652,artifact652,952,952,952,952,952,952,952,952,952,952,node4
653,artifact653,953,953,953,953,953,953,953,953,953,953,node4
654,artifact654,954,954,954,954,954,954,954,954,954,954,node4
655,artifact655,955,955,955,955,955,955,955,955,955,955,node4
656,artifact656,956,956,956,956,956,956,956,956,956,956,node4
657,artifact657,957,957,957,957,957,957,957,957,957,957,node4
658,artifact658,958,958,958,958,958,958,958,958,958,958,node4
659,artifact659,959,959,959,959,959,959,959,959,959,959,node4
660,artifact660,960,960,960,960,960,960,960,960,960,960,node4
661,artifact661,961,961,961,961,961,961,961,961,961,961,node4
662,artifact662,962,962,962,962,962,962,962,962,962,962,node4
663,artifact663,963,963,963,963,963,963,963,963,963,963,node4
664,artifact664,964,964,964,964,964,964,964,964,964,964,node4
665,artifact665,965,965,965,965,965,965,965,965,965,965,node4
666,artifact666,966,966,966,966,966,966,966,966,966,966,node4
667,artifact667,967,967,967,967,967,967,967,967,967,967,node4
668,artifact668,968,968,968,968,968,968,968,968,968,968,node4
669,artifact669,969,969,969,969,969,969,969,969,969,969,node4
670,artifact670,970,970,970,970,970,970,970,970,970,970,node4
671,artifact671,971,971,971,971,971,971,971,971,971,971,node4
672,artifact672,972,972,972,972,972,972,972,972,972,972,node4
673,artifact673,973,973,973,973,973,973,973,973,973,973,node4
674,artifact674,974,974,974,974,974,974,974,974,974,974,node4
675,artifact675,975,975,975,975,975,975,975,975,975,975,node4
676,artifact676,976,976,976,976,976,976,976,976,976,976,node4
677,artifact677,977,977,977,977,977,977,977,977,977,977,node4
678,artifact678,978,978,978,978,978,978,978,978,978,978,node4
679,artifact679,979,979,979,979,979,979,979,979,979,979,node4
680,artifact680,980,980,980,980,980,980,980,980,980,980,node4
681,artifact681,981,981,981,981,981,981,981,981,981,981,node4
682,artifact682,982,982,982,982,982,982,982,982,982,982,node4
683,artifact683,983,983,983,983,983,983,983,983,983,983,node4
684,artifact684,984,984,984,984,984,984,984,984,984,984,node4
685,artifact685,985,985,985,985,985,985,985,985,985,985,node4
686,artifact686,986,986,986,986,986,986,986,986,986,986,node4
687,artifact687,987,987,987,987,987,987,987,987,987,987,node4
688,artifact688,988,988,988,988,988,988,988,988,988,988,node4
689,artifact689,989,989,989,989,989,989,989,989,989,989,node4
690,artifact690,990,990,990,990,990,990,990,990,990,990,node4
691,artifact691,991,991,991,991,991,991,991,991,991,991,node4
692,artifact692,992,992,992,992,992,992,992,992,992,992,node4
693,artifact693,993,993,993,993,993,993,993,993,993,993,node4
694,artifact694,994,994,994,994,994,994,994,994,994,994,node4
695,artifact695,995,995,995,995,995,995,995,995,995,995,node4
696,artifact696,996,996,996,996,996,996,996,996,996,996,node4
697,artifact697,997,997,997,997,997,997,997,997,997,997,node4
698,artifact698,998,998,998,998,998,998,998,998,998,998,node4
699,artifact699,999,999,999,999,999,999,999,999,999,999,node4
700,artifact700,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,node4
701,artifact701,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,node4
702,artifact702,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,node4
703,artifact703,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,node4
704,artifact704,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,node4
705,artifact705,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,node4
706,artifact706,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,node4
707,artifact707,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,node4
708,artifact708,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,node4
709,artifact709,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,node4
710,artifact710,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,node4
711,artifact711,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,node4
712,artifact712,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,node4
713,artifact713,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,node4
714,artifact714,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,node4
715,artifact715,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,node4
716,artifact716,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,node4
717,artifact717,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,node4
718,artifact718,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,node4
719,artifact719,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,node4
720,artifact720,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,node4
721,artifact721,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,node4
722,artifact722,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,node4
723,artifact723,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,node4
724,artifact724,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,node4
725,artifact725,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,node4
726,artifact726,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,node4
727,artifact727,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,node4
728,artifact728,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,node4
729,artifact729,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,node4
730,artifact730,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,node4
731,artifact731,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,node4
732,artifact732,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,node4
733,artifact733,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,node4
734,artifact734,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,node4
735,artifact735,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,node4
736,artifact736,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,node4
737,artifact737,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,node4
738,artifact738,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,node4
739,artifact739,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,node4
740,artifact740,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,node4
741,artifact741,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,node4
742,artifact742,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,node4
743,artifact743,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,node4
744,artifact744,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,node4
745,artifact745,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,node4
746,artifact746,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,node4
747,artifact747,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,node4
748,artifact748,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,node4
749,artifact749,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,node4
750,artifact750,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,node4
751,artifact751,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,node4
752,artifact752,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,node4
753,artifact753,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,node4
754,artifact754,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,node4
755,artifact755,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,node4
756,artifact756,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,node4
757,artifact757,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,node4
758,artifact758,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,node4
759,artifact759,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,node4
760,artifact760,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,node4
761,artifact761,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,node4
762,artifact762,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,node4
763,artifact763,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,node4
764,artifact764,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,node4
765,artifact765,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,node4
766,artifact766,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,node4
767,artifact767,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,node4
768,artifact768,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,node4
769,artifact769,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,node4
770,artifact770,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,node4
771,artifact771,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,node4
772,artifact772,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,node4
773,artifact773,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,node4
774,artifact774,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,node4
775,artifact775,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,node4
776,artifact776,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,node4
777,artifact777,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,node4
778,artifact778,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,node4
779,artifact779,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,node4
780,artifact780,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,node4
781,artifact781,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,node4
782,artifact782,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,node4
783,artifact783,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,node4
784,artifact784,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,node4
785,artifact785,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,node4
786,artifact786,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,node4
787,artifact787,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,node4
788,artifact788,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,node4
789,artifact789,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,node4
790,artifact790,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,node4
791,artifact791,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,node4
792,artifact792,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,node4
793,artifact793,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,node4
794,artifact794,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,node4
795,artifact795,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,node4
796,artifact796,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,node4
797,artifact797,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,node4
798,artifact798,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,node4
799,artifact799,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099,node4
800,artifact800,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,node4
801,artifact801,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,node4
802,artifact802,1102,1102,1102,1102,1102,1102,1102,1102,1102,1102,node4
803,artifact803,1103,1103,1103,1103,1103,1103,1103,1103,1103,1103,node4
804,artifact804,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,node4
805,artifact805,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,node4
806,artifact806,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,node4
807,artifact807,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,node4
808,artifact808,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,node4
809,artifact809,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109,node4
810,artifact810,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,node4
811,artifact811,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,node4
812,artifact812,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,node4
813,artifact813,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,node4
814,artifact814,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,node4
815,artifact815,1115,1115,1115,1115,1115,1115,1115,1115,1115,1115,node4
816,artifact816,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,node4
817,artifact817,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,node4
818,artifact818,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,node4
819,artifact819,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,node4
820,artifact820,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,node4
821,artifact821,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,node4
822,artifact822,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,node4
823,artifact823,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,node4
824,artifact824,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,node4
825,artifact825,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,node4
826,artifact826,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,node4
827,artifact827,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,node4
828,artifact828,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,node4
829,artifact829,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,node4
830,artifact830,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,node4
831,artifact831,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,node4
832,artifact832,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,node4
833,artifact833,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,node4
834,artifact834,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,node4
835,artifact835,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,node4
836,artifact836,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,node4
837,artifact837,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,node4
838,artifact838,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,node4
839,artifact839,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,node4
840,artifact840,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,node4
841,artifact841,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,node4
842,artifact842,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,node4
843,artifact843,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,node4
844,artifact844,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,node4
845,artifact845,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,node4
846,artifact846,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,node4
847,artifact847,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,node4
848,artifact848,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,node4
849,artifact849,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,node4
850,artifact850,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,node4
851,artifact851,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,node4
852,artifact852,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,node4
853,artifact853,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,node4
854,artifact854,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,node4
855,artifact855,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155,node4
856,artifact856,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,node4
857,artifact857,1157,1157,1157,1157,1157,1157,1157,1157,1157,1157,node4
858,artifact858,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,node4
859,artifact859,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,node4
860,artifact860,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,node4
861,artifact861,1161,1161,1161,1161,1161,1161,1161,1161,1161,1161,node4
862,artifact862,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,node4
863,artifact863,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,node4
864,artifact864,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,node4
865,artifact865,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,node4
866,artifact866,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,node4
867,artifact867,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167,node4
868,artifact868,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,node4
869,artifact869,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,node4
870,artifact870,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,node4
871,artifact871,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,node4
872,artifact872,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,node4
873,artifact873,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,node4
874,artifact874,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,node4
875,artifact875,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,node4
876,artifact876,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,node4
877,artifact877,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,node4
878,artifact878,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,node4
879,artifact879,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,node4
880,artifact880,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,node4
881,artifact881,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,node4
882,artifact882,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,node4
883,artifact883,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,node4
884,artifact884,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,node4
885,artifact885,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,node4
886,artifact886,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,node4
887,artifact887,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,node4
888,artifact888,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,node4
889,artifact889,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,node4
890,artifact890,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,node4
891,artifact891,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,node4
892,artifact892,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,node4
893,artifact893,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,node4
894,artifact894,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,node4
895,artifact895,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,node4
896,artifact896,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,node4
897,artifact897,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,node4
898,artifact898,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,node4
899,artifact899,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,node4
